,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
22030,Wake Of The Warrior (Reverze Anthem 2021),Refuzion,spotify:track:2pl7FMIhOLyFm76OhZAVUX,0.544,0.92,-5.528,0.0823,0.00263,0.0,0.19,0.108,150.018,0
22031,Power Of Perception (Reverze Anthem 2020),Coone,spotify:track:3QFVJxsqDK6ThOX5CLSBOM,0.616,0.838,-4.941,0.038,0.0181,0.011,0.117,0.0958,113.027,1
22032,Edge Of Existence - Reverze 2019 Anthem,KELTEK,spotify:track:1VGwxmWSV3X3IofvqJXR75,0.522,0.997,-2.745,0.192,0.0185,0.0,0.381,0.372,152.092,0
22033,Essence Of Eternity (Reverze Anthem 2018),Da Tweekaz,spotify:track:4DjK86TcR8Jh4IVDgRPP6i,0.327,0.917,-4.371,0.0912,0.0141,1.78e-05,0.297,0.0986,154.856,0
22034,Interconnected (Reverze Anthem 2017),Hard Driver,spotify:track:2NFaUVHw0KbSpuwzAlbYs2,0.517,0.94,-3.694,0.049,0.00753,0.000356,0.263,0.348,149.986,0
22035,Deception (Reverze Anthem 2016) - Radio Version,Coone,spotify:track:7Jx0E2ne3mLI8I59M5d0Ak,0.42,0.873,-4.851,0.0829,0.000297,1.03e-06,0.355,0.199,150.071,0
22036,Illumination (Reverze 2015 Anthem) - Original Version,Brennan Heart,spotify:track:5zjavytAxQDHeog3N0albq,0.394,0.949,-4.029,0.0712,0.0031,0.00488,0.399,0.11,150.045,0
22037,Guardians Of Time (Reverze 2014 Anthem) - Radio Version,Audiofreq,spotify:track:1AB3PFvXvmb9szvhjnbx2V,0.354,0.843,-5.139,0.0772,0.00476,0.0,0.0593,0.215,140.267,0
22038,Dimensions (Reverze 2013 Anthem) - Original,Various Artists,spotify:track:3F5MVpl9ut17XuY3PNEKEK,0.288,0.93,-4.958,0.0976,0.00981,0.0,0.359,0.433,112.327,0
22039,Beyond Belief (Reverze 2012 Anthem),Various Artists,spotify:track:0e2kGH5WkpGKzQpQ4lIEWT,0.502,0.751,-4.397,0.0301,0.0183,0.0,0.0322,0.389,149.855,0
22040,The Call Of The Visionary (Reverze 2011 Anthem),Various Artists,spotify:track:4dUKPiti1PpXn5Rp7avtqq,0.297,0.91,-3.222,0.122,0.00879,0.0552,0.17,0.139,150.085,0
22041,Revelations - (Reverze Anthem 2010),Brennan Heart,spotify:track:3AYGK9zxTeb9tFXU7A2eCl,0.508,0.869,-6.658,0.0746,0.0334,0.00056,0.384,0.14,149.994,0
22042,Brace Yourself (IMPAQT 2019 Anthem),D-Block & S-te-Fan,spotify:track:1mYN0x2kzME33Z6oX08g2Z,0.486,0.974,-3.998,0.167,0.0918,0.0143,0.364,0.342,150.215,0
22043,The Final Mission (Q-BASE 2018 Anthem),Atmozfears,spotify:track:3FftWi9LQqRU4zBJdp2a2Z,0.534,0.915,-2.438,0.0426,0.0962,0.0,0.0751,0.476,150.069,0
22044,Salute (Q-BASE 2018 Hangar OST),E-Force,spotify:track:3eglpDznW6E1WpAoaejz8M,0.312,0.889,-5.668,0.0658,0.00289,0.157,0.0546,0.209,144.171,0
22045,Strike As A Die Hard (Q-Base Anthem 2017),Noisecontrollers,spotify:track:4sXeFq0gdQtK0Ze2bIAnU6,0.582,0.916,-7.318,0.0592,0.0342,0.0869,0.232,0.542,149.992,0
22046,Stand Strong (Q-BASE 2017 Hangar OST),Various Artists,spotify:track:6296BTrZpzXPMuOWn3Tb9l,0.289,0.905,-3.412,0.124,0.00115,0.00104,0.315,0.0714,155.199,0
22047,Dedication (Q-BASE DYOA 2016),Nexone,spotify:track:4G5jbb9rvEOAYgR3t4MTtr,0.423,0.904,-1.865,0.0615,0.0103,0.0,0.171,0.178,150.046,0
22048,Die Hards Only (Q-BASE Anthem 2016),Frequencerz,spotify:track:0CbmZkmugyRNZ5ntecJjeX,0.515,0.961,-3.217,0.0619,0.0141,0.000308,0.11,0.396,153.079,0
22049,Lock 'N' Load (Q-BASE 2015 Open Air Anthem),Various Artists,spotify:track:1W5rzxfRmVpw5l68ZKAD0l,0.455,0.992,-5.29,0.476,0.0151,0.0,0.435,0.181,150.021,6
22050,Fearless (Q-BASE 2015 Hangar Anthem),Various Artists,spotify:track:6AFb0JlFUriYE4Bk4X29PN,0.323,0.906,-3.91,0.143,0.023,0.438,0.136,0.488,149.873,0
22051,Creatures (Q-BASE OST 2014) - Radio Edit,Various Artists,spotify:track:5kI6YZO0Dd2f1sE7o9FAFj,0.506,0.947,-3.005,0.08,0.00601,0.00282,0.295,0.236,150.022,0
22052,The Twilight Zone (Q-BASE OST 2013) - Edit,Various Artists,spotify:track:3M19RkCpxJDFkRJsb4rUbT,0.474,0.79,-6.578,0.0761,0.0138,0.000204,0.393,0.143,74.961,1
22053,Symbols (Q-Base 2012 OST) - Original Mix,Various Artists,spotify:track:3VwyKV4KbaCyedPucbsEGe,0.479,0.943,-4.38,0.0894,0.0268,0.00288,0.219,0.192,150.083,0
22054,Live Loud (Official Decibel Outdoor 2019 Anthem),Atmozfears,spotify:track:7BOX1ygv2mIdZSqVoLEtFL,0.521,0.976,-2.853,0.156,0.255,0.000304,0.114,0.194,150.019,0
22055,Fuelled By Fanatics (Official Decibel Anthem 2018),Brennan Heart,spotify:track:5nrKdtb59SEkIVwlt3MrbP,0.538,0.957,-3.873,0.111,0.000972,0.00826,0.0658,0.274,150.028,0
22056,Destination (Official Decibel 2017 Anthem),Noisecontrollers,spotify:track:5Y2ijl0kXJXlwW9k1jjXz4,0.48,0.937,-3.513,0.0393,0.0122,0.000404,0.704,0.184,150.002,4
22057,United (Official Decibel 2016 Anthem),Ran-D,spotify:track:3z2xIIBov9u4cPtT0QpuQF,0.446,0.869,-3.531,0.06,0.0505,0.000708,0.334,0.227,149.996,0
22058,Gold Skies (#DB15 Official Weekend Soundtrack),Atmozfears,spotify:track:4uMjxWlImJA1XycvVDnwMN,0.43,0.974,-2.276,0.08,0.0087,0.000114,0.616,0.382,149.97,4
22059,Shifting Gears (Decibel Anthem 2015),Hard Driver,spotify:track:5glGKhxNwaAJTkhgXe3B71,0.239,0.915,-4.095,0.175,0.000494,0.000889,0.0886,0.191,149.232,0
22060,Anthem of Freedom (QAPITAL Anthem 2018),Phuture Noize,spotify:track:05ws1u9GJHoBWlWEffBble,0.471,0.933,-3.866,0.0483,0.0479,2.95e-05,0.334,0.354,150.029,0
22061,Start The Rage (Qapital Anthem 2017),Public Enemies,spotify:track:6srD8EhmV5equRG8IhYCyv,0.539,0.852,-4.319,0.2,0.123,0.485,0.0403,0.492,150.03,5
22062,Stand Our Ground (Qapital Anthem 2016) - Edit,Crypsis,spotify:track:3qMWHMeoU0GaZgjt136TSs,0.385,0.924,-5.322,0.247,0.0821,0.00834,0.77,0.17,149.814,4
22063,Blood Written (Qapital Anthem 2015),E-Force,spotify:track:4eYQtgtUCf9pa5NX6CS3la,0.567,0.978,-1.767,0.125,0.0042,2.97e-06,0.117,0.407,150.024,0
22064,Raw & Uncut (Qapital Anthem 2014),Frequencerz,spotify:track:3VCD68xFUWh1P8xas2EoD2,0.458,0.934,-2.593,0.197,0.0494,0.0,0.0711,0.321,153.045,0
22065,Worth Fighting For (Qapital Anthem 2013),B-Front,spotify:track:3mCONZxmE5zAg9GN2qmo01,0.466,0.921,-4.428,0.101,0.0453,0.000432,0.085,0.115,154.02,0
22066,The Last Formation (Official Hard Bass Anthem 2019),Noisecontrollers,spotify:track:3Sw8FQZL2kiFENtmDY7GEj,0.62,0.974,-3.755,0.0748,0.00117,0.781,0.0607,0.516,150.067,5
22067,Black Rain (Official Hard Bass Anthem 2018),Adaro,spotify:track:02i6taQaUUl5SgGjRbVUSG,0.409,0.884,-6.966,0.0686,0.0221,0.0526,0.0996,0.256,149.938,0
22068,Deepest Wave (Official Hard Bass 2017 Anthem),B-Front,spotify:track:34rBXCNJH4Vna1CVu5Q9T6,0.511,0.951,-3.479,0.0849,0.086,0.000408,0.82,0.306,150.043,4
22069,Interception - Hard Bass 2015 Team Blue OST,Various Artists,spotify:track:5AdED4KPpvrhvOibBZUE5E,0.59,0.995,-3.452,0.0497,0.000224,0.164,0.377,0.803,149.982,3
22070,Space Warrior - Hard Bass 2015 Team Green OST,Various Artists,spotify:track:2ohpETjpRyuOEyL8ez27zm,0.477,0.942,-4.926,0.388,0.0061,0.000171,0.283,0.302,154.79,6
22071,Noise - Hard Bass 2015 Team Yellow OST,Various Artists,spotify:track:5uJ8PeHGsNnszGe8OOnK3S,0.465,0.933,-5.221,0.293,0.0438,0.000141,0.347,0.349,154.858,6
22072,Freakz - Hard Bass 2015 Team Red OST,Various Artists,spotify:track:0MpSMLQ1XHQQ2sQmt4lp57,0.426,0.953,-2.784,0.323,0.0135,0.00158,0.3,0.201,155.102,6
22073,Magical (Euphoria 2015 OST),Sound Rush,spotify:track:3bWaC28fdPRTjZhduwcl8l,0.385,0.928,-3.674,0.24,0.0101,0.00128,0.333,0.0903,157.156,0
22074,Island Of Intensity (The Qontinent Anthem 2019),Devin Wild,spotify:track:2SmPStKA5IViGLxITa14WG,0.422,0.977,-2.583,0.0437,0.0338,0.00909,0.289,0.0678,149.973,0
22075,Indestructible (The Qontinent Anthem 2018),Sephyx,spotify:track:6WFqCmhfJGCydyLKPbMUq6,0.462,0.897,-4.898,0.0693,0.00147,0.0996,0.143,0.11,149.781,0
22076,"Young, Gifted & Proud (The Qontinent Anthem 2017)",Coone,spotify:track:40HRfULpzFy4L0rLTqa7OH,0.454,0.938,-2.021,0.0596,0.0389,0.0975,0.211,0.201,149.878,0
22077,Rise Of The Restless (The Qontinent Anthem 2016),Psyko Punkz,spotify:track:2QkNtY7nHYT7ZaTBeWhmBu,0.367,0.95,-4.255,0.0886,0.00429,0.000133,0.118,0.132,150.045,0
22078,Our Last Resort (The Qontinent 2015 Anthem),Zatox,spotify:track:0y0ZyYxd3pr0bOjT5kHNCS,0.528,0.94,-2.973,0.429,0.0602,2.34e-06,0.101,0.514,155.01,6
22079,Rest in Peace (Freaqshow Anthem 2017),Zatox,spotify:track:4rovclGakGY3kG2AHEcJ0i,0.373,0.977,-2.854,0.173,0.012,4.08e-06,0.403,0.248,157.913,0
22080,Freak Out (Freaqshow Anthem 2016),Cyber,spotify:track:7m6in8UrRyKmmY7vJ8sDGz,0.317,0.909,-4.792,0.16,0.0521,0.000244,0.282,0.137,158.01,0
22081,VIII (Freaqshow Anthem 2015) - Edit,Various Artists,spotify:track:0RTERRara68hGXhXs1Eaqy,0.497,0.795,-4.044,0.0512,0.0814,0.000462,0.0916,0.368,152.907,0
22082,Celebration Of Sin (Freaqshow Anthem 2014),Da Tweekaz,spotify:track:6O9vdREuTp3Wv0venYmfKY,0.596,0.904,-3.331,0.453,0.196,6.66e-05,0.28,0.387,154.927,6
22083,Ready To Dream - Dream Village 2017 Anthem,Audiotricz,spotify:track:7abco3aS6sgkHhPwui25AR,0.338,0.889,-3.08,0.0515,0.0251,0.0,0.141,0.131,155.003,0
22084,The Mechanisms Of Nature (Dream Village Anthem 2016),Energyzed,spotify:track:1NgB5IRRIGcK4hUmI3VrD0,0.393,0.98,-2.135,0.31,0.0114,0.0,0.386,0.151,149.962,6
22085,Our Dreams (Dream Village 2015 O.S.T.) - Radio Edit,Bass Modulators,spotify:track:2juRmZn5xY7QFfCrjG11kZ,0.47,0.81,-5.134,0.0462,0.00674,4.92e-05,0.684,0.285,150.057,4
22086,Wish Outdoor 2019 Worldwide Anthem,Frequencerz,spotify:track:6TT14hvfWUBQfy9QbPKmdH,0.548,0.889,-3.501,0.033,0.0379,0.0,0.314,0.512,149.99,0
22087,Our Tribe - WiSH Outdoor 2018 Anthem,Devin Wild,spotify:track:2VULqCCFZ0UA3o7BG8tVge,0.464,0.914,-5.453,0.0836,0.00144,0.552,0.367,0.128,149.902,5
22088,Embrace The Sea - WiSH Outdoor 2017 Anthem,Atmozfears,spotify:track:1EsDpMYRGDr3idMFiOU9wk,0.392,0.932,-5.481,0.0993,0.00465,0.188,0.332,0.387,149.875,0
22089,Everything Changed (Official WiSH Outdoor 2016 Dedicated Anthem),D-Block & S-te-Fan,spotify:track:7kY9p7NGVXCTiKJiP9hDe0,0.532,0.92,-4.745,0.106,0.00633,0.343,0.0408,0.45,150.12,0
22090,United As One (Official Wish Outdoor Festival Anthem 2015) - Radio Edit,Audiotricz,spotify:track:3tS6tpN7HtZnztprcBaXAR,0.624,0.951,-4.015,0.198,0.0616,0.0,0.0791,0.191,152.118,0
22091,Island Of Adventure (WiSH Outdoor Anthem 2014) - Original Mix,Adrenalize,spotify:track:6PjkJ8HoNWQD1OCOuTz0qf,0.545,0.966,-5.502,0.164,0.0227,0.000603,0.413,0.338,150.048,0
22092,Heroes of The Night (Official Intents Festival 2019 Anthem),Sub Zero Project,spotify:track:3kpHYiZsS1uYEwgrObml0U,0.531,0.946,-5.471,0.131,0.0199,0.000181,0.348,0.402,150.053,0
22093,The Ultimate Celebration - Official Intents Festival 2018 Anthem,D-Block & S-te-Fan,spotify:track:7KdYf9e61IxyuWZBW5OFvw,0.454,0.95,-4.569,0.248,0.00144,0.000765,0.53,0.317,150.034,4
22094,Circus Of Insanity - Official Intents Festival Anthem 2017,Digital Punk,spotify:track:3HNA3SGtpAyHUkkv3sPi98,0.509,0.9,-4.919,0.0534,0.000107,0.000152,0.0715,0.29,149.839,0
22095,It's All In The Game - Official Intents Festival 2016 Anthem,Coone,spotify:track:23ARZadx0sgwoFHhgjMHLe,0.39,0.871,-6.604,0.288,0.0293,0.00178,0.328,0.257,148.955,6
22096,Rebourne - The Universe of Hidden Dreams (Destress 2016 Anthem) - Original Edit,Rebourne,spotify:track:4unOFlDtCsq1ODa32hZiKz,0.505,0.973,-4.574,0.393,0.0788,9.16e-06,0.146,0.55,150.003,6
22097,Blockbusters (Emporium Anthem 2018),Max Enforcer,spotify:track:6qdfVM39Qw0vWxrIKaghYL,0.399,0.894,-4.021,0.0678,0.00497,6.07e-06,0.394,0.285,149.96,0
22098,DSTNY - Emporium Anthem 2017,Devin Wild,spotify:track:3NTOrWxx6ynT1nOd5RY9iK,0.462,0.952,-4.901,0.0565,0.0885,0.0145,0.262,0.375,149.942,0
22099,The Lost Empire (Emporium 2016 Anthem),Bioweapon,spotify:track:3wGBvUbViJ5YRR00ghGvKS,0.479,0.949,-4.113,0.207,0.00732,4.97e-05,0.143,0.139,151.898,0
22100,Warrior (Emporium 2015 Anthem) - Radio Edit,Frequencerz,spotify:track:7d4BPix3OFFTTG0ALqmaLi,0.44,0.955,-2.42,0.11,0.0191,6.02e-05,0.285,0.446,155.006,0
22101,Colors,Unsenses,spotify:track:0sAQ2LHRDp7NBhHEfTbGx5,0.476,0.974,-4.279,0.449,0.011,0.0,0.331,0.0731,154.99,6
22102,Everlasting (Official Sunrise Anthem 2016) - Radio Version,Sephyx,spotify:track:7oNXfMTlUFjzQW1BCPXW46,0.541,0.866,-5.182,0.0903,0.0368,0.259,0.0944,0.263,154.968,0
22103,Alive (Official Sunrise Festival 2015 Hardstyle Anthem),The Vision,spotify:track:3HJT7DjbvLZzhD2CFMKMEy,0.388,0.969,-2.331,0.298,0.0127,2.31e-05,0.0696,0.251,155.033,6
22104,We Live Dreams (Dreamfields Anthem 2018),Sound Rush,spotify:track:3Scq7BQVlwamTocYnLQ97P,0.539,0.912,-4.249,0.0965,0.00697,4.04e-05,0.286,0.243,150.02,0
22105,The In-Between - Dreamfields 2017 Anthem,ANDY SVGE,spotify:track:1pT6HtGQkKsFkZPnPKl6V8,0.543,0.938,-6.244,0.288,0.0403,0.0059,0.162,0.0963,150.023,6
22106,Children Of The Sun (Dreamfields Anthem 2016) - Radio Edit,Devin Wild,spotify:track:6ITixDRNxeMsrhOinBcbE2,0.562,0.915,-3.743,0.177,0.0124,0.0464,0.0997,0.242,149.965,0
22107,City of Dragons (Midnight Mafia Anthem 2018),Atmozfears,spotify:track:1b8yFwvpms9fkTM7yMYT06,0.284,0.943,-5.145,0.104,0.00398,0.00199,0.51,0.292,149.919,4
22108,The Hitmen (Midnight Mafia Anthem 2016) - Radio Version,Da Tweekaz,spotify:track:6rBK5V4YkHPULN5tmsgjTw,0.589,0.837,-4.777,0.0668,0.000603,0.00177,0.33,0.391,149.967,0
22109,Accelerate (Official XXlerator Anthem 2014),Code Black,spotify:track:0M2QW9etM5qGkPvOZp1B1w,0.281,0.921,-4.272,0.214,0.0152,0.000239,0.309,0.12,149.429,0
22110,Lucky Number 7 (Official Beat The Bridge 2017 Anthem),Deetox,spotify:track:469otqhuJkIYSOHsyIy0Uy,0.489,0.913,-5.353,0.0494,0.00397,0.00812,0.104,0.191,149.942,0
22111,Code of Life (Beat the Bridge 2015 Anthem) - Original Edit,Various Artists,spotify:track:0UCsiTzzPtn4VYzDJfLwkL,0.505,0.998,-3.996,0.11,0.012,0.821,0.669,0.0803,154.977,4
22112,Sound of Pryme - Official Pryme Anthem 2011,A-Lusion,spotify:track:2Um50AERbcI8gBozw485XE,0.424,0.988,-2.4,0.259,0.00268,0.0116,0.0963,0.0852,154.921,0
22113,The Hidden Valley - Promised Land Anthem 2016 Radio Edit,Ecstatic,spotify:track:3wTq0f3efqBst8bFOngWAu,0.426,0.92,-3.369,0.122,0.0494,0.0,0.154,0.386,77.511,1
22114,Legend - Fantasyland 2016 Hardstyle Anthem,Markove,spotify:track:4LAnpWGVGuUWNxF7TIm70d,0.368,0.986,-1.575,0.342,0.0065,0.0,0.712,0.146,154.864,4
22115,Coming Your Way (Kiddstock Festival Theme 2016) - Radio Edit,Dr Rude,spotify:track:1ShinCHD6994lHYSOGQvjr,0.528,0.85,-4.611,0.09,0.0107,0.184,0.11,0.207,149.948,0
22116,Planet 10 - Official Indicator Anthem 2018,RVAGE,spotify:track:0pSCMFvwZpj4T3UJluUm3d,0.377,0.895,-4.02,0.0809,0.0145,2.47e-05,0.475,0.331,154.927,0
22117,Rise Of The Fallen - Official Indicator 2017 Raw Stage Anthem,Luminite,spotify:track:6uikCqR7NywZUh6SZqj1iq,0.266,0.987,-4.563,0.76,0.0232,0.00234,0.374,0.269,153.166,6
22118,Indicator (Official Indicator 2016 anthem) - Radio Edit,D-Sturb,spotify:track:3RBdWQPqJUVbWrH7xMr1aX,0.452,0.964,-5.741,0.0751,0.0122,0.122,0.171,0.29,155.007,0
22119,Broken Therapy (Official Pumpkin 2019 Anthem),JNXD,spotify:track:1gAMAqRcm2AcC8utaYUIDf,0.416,0.972,-4.375,0.149,0.0158,0.00174,0.382,0.0628,155.011,0
22120,Dark Knights (Official Pumpkin 2018 Anthem),Sound Rush,spotify:track:36O5POdkUCRjRlTvSig9d4,0.294,0.93,-6.277,0.107,0.0324,1.76e-05,0.08,0.278,150.031,0
22121,The Last Hunter (Official Pumpkin 2017 Anthem),Dr Rude,spotify:track:3A7iki6OTfQuPbefZJmiWL,0.371,0.832,-6.152,0.0693,0.00119,0.126,0.185,0.246,74.846,1
22122,Dimensions of the Underworld (Pumpkin 2016 Anthem),Wasted Penguinz,spotify:track:1zkedYeKjOcEklFtka9VAU,0.645,0.941,-4.419,0.113,0.137,0.0,0.575,0.498,154.975,4
22123,The Forgotten Path (Official Pumpkin 2015 Anthem) - Radio Version,Cyber,spotify:track:6sq3IRr1Fpb2zkhgF2EqzK,0.427,0.93,-3.386,0.243,0.0213,1.01e-06,0.155,0.147,154.981,0
22124,Surrender to the Noise (Fatality 2019 Anthem),Regain,spotify:track:3grtYq5BE8NN1EVeqWW8xa,0.644,0.829,-5.831,0.0506,0.105,0.674,0.115,0.417,149.997,5
22125,Bleed Insanity (Official Fatality Outdoor Anthem) - Radio Mix,Rebelion,spotify:track:1UN0Tj7ejuGz4OeL57SASv,0.496,0.946,-2.507,0.0374,0.0374,0.931,0.056,0.486,149.996,5
22126,I'm My Own Enemy (Fatality NYE 2016 Anthem),The Pitcher,spotify:track:1fF04ij4ulSsMF1Ou1zxRa,0.553,0.961,-3.396,0.067,0.0232,0.6,0.212,0.389,151.854,5
22127,United (Official Be 24-7 #FearTheGear Anthem),Thyron,spotify:track:37JNF0PLMSTom2FbX7FZWV,0.593,0.969,-3.913,0.0706,0.000298,0.621,0.083,0.14,150.08,5
22128,#FearTheGear (Suppression Anthem),Gearbox Digital,spotify:track:58T8y0vAp1Xmj3TZqlHGp4,0.578,0.912,-4.12,0.0905,0.00789,0.76,0.0267,0.114,150.007,5
22129,I'm Alive,Adaro,spotify:track:36KGP1dk6Pq4Vaalswving,0.456,0.854,-8.003,0.0462,0.0137,2.24e-05,0.223,0.29,150.137,0
22130,Rebirth - Official Anthem 2018,B-Freqz,spotify:track:0ZqAT0zZXj9kSWZnMAgXHh,0.362,0.974,-2.807,0.0734,0.125,0.334,0.272,0.551,149.953,0
22131,Reborn (Official Rebirth Anthem 2017),NSCLT,spotify:track:5vvJNTSUQqlhAPUWYvnYLC,0.534,0.961,-3.741,0.129,0.012,0.164,0.0774,0.283,150.022,0
22132,Worlds Collide (Rebirth anthem 2014) - Radio Edit,D-Block & S-te-Fan,spotify:track:3KRPb9Ji0dWrLS2UtXyoYp,0.585,0.983,-5.19,0.0629,0.0146,0.503,0.152,0.514,149.984,5
22133,Tree of Life (Official Anthem Fairytale Festival),Sephyx,spotify:track:6qEdlFVahtwqkTTtWHSHVK,0.608,0.975,-3.809,0.0485,0.00813,0.00155,0.386,0.639,149.962,0
22134,A New Beginning - Official Rebirth Anthem 2013,Scope DJ,spotify:track:7pUMIVq34qvZ6l8LFC4dkX,0.523,0.959,-4.037,0.0521,0.0588,5.38e-05,0.23,0.428,149.942,0
22135,Rebirth - Official Anthem 2012,Various Artists,spotify:track:5AgJjLw6gpBGHV31yvNtom,0.54,0.893,-4.525,0.109,0.00232,0.00161,0.356,0.41,149.945,0
22136,Tijd om te Zagen [SSZD Kingsday 2017 Zany & Friends OST],Zany,spotify:track:6q92MBGsZZEYvPtovjPKc5,0.328,0.919,-4.405,0.074,0.00699,0.969,0.129,0.357,150.04,5
22137,10 Years of DNA (DNA 2019 Anthem),Serzo,spotify:track:1Tw2lqN3Jcf2LXQ3ddAUic,0.541,0.974,-5.41,0.086,0.00985,0.509,0.0505,0.22,146.97,5
22138,10 Years of DNA (DNA 2019 Anthem) - Radio Edit,Serzo,spotify:track:72bzdV3cJiCFktu6LphtaY,0.475,0.946,-3.772,0.051,0.00624,0.0,0.905,0.402,150.071,4
22139,Risen Again (2017 Hardstyle Dna Anthem),Forever Lost,spotify:track:15ezz1Wt8XsDRHjnatOHTf,0.451,0.937,-4.598,0.0878,0.00247,0.245,0.238,0.313,149.992,0
22140,Intensity - Official RMF 2017 Anthem,Pherato,spotify:track:4gmsH6Y16YwRnZYJAGVS57,0.469,0.867,-3.497,0.0571,0.00604,0.00335,0.104,0.398,149.954,0
22141,The Parallel (Official Festival Anthem 2017 Part I) - Edit,Theo Gobensen,spotify:track:4q6e1ZrJO58qOxsGbePEJt,0.632,0.668,-4.466,0.0559,0.107,0.137,0.0961,0.0893,150.017,0
22142,Another World (Official Festival Anthem 2017 Part II) - Edit,Theo Gobensen,spotify:track:7pKeAYyxNZKdLGLb1kuD8T,0.396,0.809,-4.633,0.0418,0.0222,0.000261,0.0626,0.419,147.062,0
22143,You've Got The Power (Projeqt Anthem 2018),Bass Modulators,spotify:track:6fSHwETy2vSwXc5U9CUgrC,0.527,0.926,-4.602,0.0875,0.00819,0.000215,0.909,0.267,149.955,4
22144,The Projeqt - 2017 Anthem,Brennan Heart,spotify:track:3EdCkVZqilMAHlEbu9ZwB5,0.54,0.944,-3.942,0.0561,0.00401,0.661,0.178,0.399,150.004,5
22145,Synergy Of Souls (Primal Outdoor 2017 Anthem) - Radio Edit,Bass Chaserz,spotify:track:5lEyoEmU6hx45Ui1zUz7dS,0.469,0.939,-5.084,0.0592,0.0434,0.0635,0.154,0.0389,77.047,1
22146,Let Us Fight - Official Free Festival 2018 Hardstyle Anthem,Chain Reaction,spotify:track:2y9lf98ImVXWxx347Bj3AL,0.574,0.734,-5.91,0.0508,0.00014,0.0494,0.0618,0.366,150.015,0
22147,Wild Child - Official Free Festival 2017 Anthem Radio Edit,D-Sturb,spotify:track:5C9oqprmXrPpzWpSdKE2bR,0.493,0.957,-4.745,0.0537,0.0023,0.0205,0.301,0.274,150.037,0
22148,Welcome to the Valley - Dance Valley Hard Anthem 2017,Dj Thera,spotify:track:2CED8c84Pekll7gzEdC59g,0.471,0.947,-6.243,0.0439,0.00235,0.0054,0.0733,0.201,150.085,0
22149,Join The Revolution [Official Rave In The River 2017 Anthem],Arzadous,spotify:track:4B3yyFjkyk9hSgVz5A2Ya1,0.514,0.906,-2.72,0.062,6.02e-05,0.841,0.166,0.172,149.97,5
22150,Born & Raised (Official I AM HARDSTYLE Anthem 2020),Brennan Heart,spotify:track:1UFkRFGEDkTafQF55tiQvY,0.587,0.98,-3.054,0.108,0.059,0.00143,0.823,0.26,149.96,4
22151,Show Your True Colors (I AM HARDSTYLE 2019 Anthem),Brennan Heart,spotify:track:23fgrtC18SfRUmEo9EAewF,0.328,0.893,-3.89,0.151,0.0151,0.00523,0.386,0.243,149.364,0
22152,Define Yourself (I AM HARDSTYLE 2018 Anthem),Brennan Heart,spotify:track:70Ox7dBTPyIjNA2Ify5Nr1,0.497,0.982,-5.043,0.0764,0.000478,0.821,0.0725,0.411,150.01,5
22153,Mystic World (Official Anthem 2018),Scabtik,spotify:track:5FsQPWogsXHCGrX5840pfq,0.693,0.983,-5.23,0.111,0.0909,0.782,0.224,0.295,150.038,5
22154,Raise the Flag (2018 Hardcruise Anthem),Soundscape,spotify:track:67EXhUDUGoo3snaLxI6a85,0.515,0.808,-5.236,0.0321,0.00335,0.00136,0.765,0.362,150.02,4
22155,Reclaim The World (Shutdown Anthem 2019),Scale,spotify:track:3VLTBqNMdmJBhzcfeQXSHf,0.554,0.703,-6.234,0.0512,0.0709,0.0147,0.489,0.399,149.973,4
22156,Release Your Mind (Shutdown Anthem 2018),Scale,spotify:track:7FEsjfPXD4qyO3hA4nnyjt,0.487,0.962,-3.589,0.0453,0.000722,0.537,0.366,0.513,150.02,5
22157,The Art of Magic - Magic Festival 2018 Anthem,Dj Thera,spotify:track:258eosPlYofhV9KvNdBQ6W,0.525,0.836,-5.963,0.0465,0.0483,0.0356,0.0718,0.275,74.968,1
22158,The Inner Circle (Loudness 2018 OST),Clockartz,spotify:track:0PJqOjDYh7lixB5Gg4iPDh,0.602,0.875,-5.891,0.0524,0.00184,0.00519,0.0716,0.503,149.977,0
22159,Out Of The Dark (Official Supremacy 2019 Anthem),Crypsis,spotify:track:2rmuTODJxgRPCARYecyeO4,0.409,0.97,-5.239,0.0296,0.0622,0.321,0.39,0.305,150.01,0
22160,Aiming For The Top - Official Supremacy 2018 Anthem,D-Sturb,spotify:track:2S8JoT3T9I5C0Vsha33luG,0.474,0.947,-4.34,0.0317,0.2,0.462,0.157,0.332,149.941,0
22161,We Are The Solution (Official Solution Anthem 2019),Toneshifterz,spotify:track:0bQgOXEVZj3bePbCSH5Yhm,0.181,0.928,-6.225,0.038,0.00287,0.851,0.0931,0.343,149.854,5
22162,The Secrets of Egypt (Official Outlands Festival 2019 Anthem),Uncaged,spotify:track:67MPBX5Tydujx1cMu45ROD,0.635,0.975,-5.797,0.0488,0.0403,0.408,0.131,0.173,149.964,5
22163,Hammer Strike (Official Timeless Anthem),Blasco,spotify:track:5IHuJbluQmxE4awE7hPDQt,0.414,0.966,-4.754,0.035,0.0224,0.61,0.119,0.26,149.995,5
22164,5th Segment (Operation Raw 2019 Anthem) [feat. MC Renegade],Sledgehammers,spotify:track:6vIbpGP53dG6M50Ab4GGyN,0.415,0.916,-4.747,0.145,0.00955,0.848,0.198,0.206,150.021,5
